Unnamed: 0,day,has_5,km8_id,cuadricula_id,area_id,profile,point_id,lng,lat,formatted_address,location_type,applicant_id,user,legal_guardian_id,email,$identify,click_dashboard_menu,click_reg_user-log-in_log-in-button,click_school_pin,close_school_profile,favorite_school_from_list,favorite_school_from_listFavorites,login,map_filter_click,map_grade_click,menu_explore,menu_favorites,open_school_profile,open_school_profile3,outside_close_school_profile,remove_favorite_school_from_list,remove_favorite_school_from_listFavorites,sp_school_leadership,sp_school_performance,sp_school_photo,sp_school_price,sp_school_programs,sp_school_students
347,2,1,264,139,553,3,11041,-74.0249958,4.6630226,"Cl. 93 #12 Este-15, Bogotá, Colombia",RANGE_INTERPOLATED,234467,09953bbf-15c1-40a0-a720-41291bf99059,210269,users_produccion_jardines348@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,2,1,265,140,558,2,11149,-74.0058929,4.6546464,"Ramal Kabalgar #13, La Calera, Cundinamarca, Colombia",ROOFTOP,234468,bc975971-bc26-41c1-b09a-45a7b1183d4c,210270,users_produccion_jardines349@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,2,1,270,145,578,1,11548,-74.2190006,4.6861135,"Barrio el sol, Calle18 #10-05, Funza, Mosquera, Cundinamarca, Colombia",ROOFTOP,234469,e75a7953-fdb4-4c28-ad4a-2aca60b5a3b2,210271,users_produccion_jardines350@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,2,1,273,148,589,2,11769,-74.1716623,4.677086,"Cra. 123 #13-06, Recodo, Bogotá, Cundinamarca, Colombia",ROOFTOP,234470,02ce1b04-6224-4eb2-810e-3e2509fa635f,210272,users_produccion_jardines351@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,2,1,274,149,595,3,11894,-74.1582806,4.6856648,"Ac. 17 #119-46, Bogotá, Colombia",ROOFTOP,234471,59e2bcb2-c1b5-4c54-9f93-6f25bdc326b0,210273,users_produccion_jardines352@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,2,1,275,150,599,5,11976,-74.1350802,4.6821966,"Avenida 24 # 101A-5, Fontibón, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234472,534ec417-58b1-419b-88bc-8ad6e1cd1fd4,210274,users_produccion_jardines353@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,2,1,276,151,601,2,12005,-74.1215308,4.6771592,"Av Ciudad de Cali #25g10, Bogotá, Colombia",ROOFTOP,234473,d8c024d2-c0e1-4c71-b4b2-a98427a13bac,210275,users_produccion_jardines354@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,2,1,277,152,606,5,12117,-74.09048,4.680153,"Cl. 70A #69-84, Bogotá, Colombia",ROOFTOP,234474,db41ccc7-630e-4fb1-9391-5a75c97bed83,210276,users_produccion_jardines355@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,2,1,278,153,609,1,12162,-74.0839967,4.67634,"Cl. 72A #65b-35, Bogotá, Colombia",ROOFTOP,234475,14bbef19-33c2-466f-bcf4-1a874ad16082,210277,users_produccion_jardines356@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,2,1,279,154,615,5,12298,-74.06644,4.682228,"Cl. 93a # 60-22, Barrios Unidos, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234476,2ea35141-ad84-4eb3-98de-9c6209a20ebc,210278,users_produccion_jardines357@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,2,1,280,155,618,3,12345,-74.0403169,4.6738941,"Ak 7 #93A - 50, Bogotá, Colombia",ROOFTOP,234477,58da7255-8c5a-4fb4-9109-81fc78fee9fe,210279,users_produccion_jardines358@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,2,1,282,157,625,2,12494,-74.0135721,4.6708959,"Bogotá - La Calera #5, Bogotá, Colombia",ROOFTOP,234478,5708c56e-af30-417d-b41f-e67dc5131d86,210280,users_produccion_jardines359@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,2,1,283,158,630,3,12595,-73.9825783,4.6751439,"Carrera 2 Este #5-3, La Calera, Cundinamarca, Colombia",ROOFTOP,234479,519ce96c-5d82-4753-a448-fcc3cdec3113,210281,users_produccion_jardines360@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,2,1,287,162,648,1,12956,-74.2192474,4.7040064,"Cl. 12 #7E-50, Mosquera, Cundinamarca, Colombia",ROOFTOP,234480,eab2f5a9-dfbc-4be2-ba1d-244d9c7450d8,210282,users_produccion_jardines361@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,2,1,288,163,652,4,13029,-74.2065391,4.7028068,"Cl. 13 #2-43, Funza, Cundinamarca, Colombia",ROOFTOP,234481,2b7b65f6-918a-4a10-b604-819390482151,210283,users_produccion_jardines362@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,2,1,289,164,656,3,13118,-74.1816914,4.6986492,"Cra. 16 # 18-46, Ceuta, Mosquera, Cundinamarca, Colombia",ROOFTOP,234482,3029e5eb-49da-44e8-a49a-314bfd81f5f8,210284,users_produccion_jardines363@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,2,1,290,165,658,4,13156,-74.1689616,4.6973349,"Cl. 17b Bis #137a-26, Bogotá, Colombia",ROOFTOP,234483,eade010c-7840-47d3-9688-3fb2e2df20b6,210285,users_produccion_jardines364@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,2,1,291,166,663,4,13254,-74.154657,4.697234,"Avenida 24 # 128-23, Fontibón, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234484,5d2c89d4-609a-477f-a102-d72170a44861,210286,users_produccion_jardines365@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,2,1,292,167,668,1,13342,-74.126993,4.702613,"Cra. 107c # 67B-24, Engativá, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234485,9e457d65-21cc-4828-9d0d-8444f19ed698,210287,users_produccion_jardines366@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,2,1,293,168,671,1,13405,-74.121849,4.70407,"Cl. 70 Bis # 105A-17, Engativá, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234486,9c71deda-5882-4447-8517-cd2cb82055a6,210288,users_produccion_jardines367@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,2,1,294,169,673,1,13446,-74.1009102,4.6909017,"Cl. 71B #77a-54, Bogotá, Colombia",ROOFTOP,234487,9a7fe5b8-05af-490a-b94b-6b0f4fb13f60,210289,users_produccion_jardines368@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,2,1,295,170,677,2,13523,-74.0809517,4.6968665,"Cl. 98b # 71A-45, Suba, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234488,537bac8a-dd3a-48a3-b0d9-5520f075f1f7,210290,users_produccion_jardines369@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,2,1,296,171,682,5,13638,-74.0561084,4.6973796,"Cl. 111 #45-66, Bogotá, Colombia",ROOFTOP,234489,28758800-7464-47e4-942d-7e910bff42a9,210291,users_produccion_jardines370@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,2,1,297,172,688,5,13757,-74.042733,4.7031643,"Cra. 15 #124-54, Bogotá, Colombia",RANGE_INTERPOLATED,234490,1204e944-4505-4f1c-b409-324c8ca929f9,210292,users_produccion_jardines371@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,2,1,298,173,690,2,13785,-74.0256752,4.6941715,"Cra. 3a Este #119-1, Bogotá, Colombia",ROOFTOP,234491,efc8f873-b5fb-4d60-9ba8-bb8c82ca819f,210293,users_produccion_jardines372@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,2,1,299,174,695,4,13886,-74.0235383,4.7025106,"Cl. 128 Bis #1-11, Bogotá, Colombia",ROOFTOP,234492,272f421c-c9fc-4b9a-aa02-3412d655a983,210294,users_produccion_jardines373@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,2,1,301,176,704,5,14080,-74.2833228,4.7242064,"Cl. 10 Sur # 19-67, Madrid, Cundinamarca, Colombia",ROOFTOP,234493,d00541c7-349b-4ccd-89c8-a469ec293531,210295,users_produccion_jardines374@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,2,1,303,178,712,4,14227,-74.258075,4.7256437,"Cl. 6 #1A-99, Madrid, Cundinamarca, Colombia",ROOFTOP,234494,f609e1a1-853d-4847-ba74-747afb489bd6,210296,users_produccion_jardines375@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,2,1,304,179,714,5,14279,-74.2415362,4.7091188,"Hacienda Alcalá, Cl. 10 Sur #14-77, Mosquera, Cundinamarca, Colombia",ROOFTOP,234495,ebe67d95-2aee-41bb-a060-f613a6bcf2bb,210297,users_produccion_jardines376@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,2,1,305,180,717,5,14339,-74.2248911,4.7114349,"Cra. 4 #1035, Mosquera, Cundinamarca, Colombia",ROOFTOP,234496,42088407-5058-4be7-920d-9f858bfc4d8f,210298,users_produccion_jardines377@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,2,1,306,181,722,1,14427,-74.2008717,4.7104374,"Cra. 5 #08, Funza, Cundinamarca, Colombia",ROOFTOP,234497,f083238a-bbc0-4d21-964e-b24946813375,210299,users_produccion_jardines378@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,2,1,307,182,725,2,14483,-74.1966793,4.7121074,"Cra. 5 #26-80, Funza, Cundinamarca, Colombia",ROOFTOP,234498,76893bbc-a801-44f0-ac99-440dc1498b0d,210300,users_produccion_jardines379@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,2,1,309,184,734,5,14667,-74.1436797,4.7156848,"Cl. 63l # 124-41, Engativá, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234499,1f27ab2f-afd5-49b6-ada3-f432d4452ff8,210301,users_produccion_jardines380@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,2,1,310,185,738,1,14742,-74.131608,4.712556,"Cl. 71 #113A-61, Bogotá, Colombia",ROOFTOP,234500,391b72b0-0b69-401f-83b0-92212941aafe,210302,users_produccion_jardines381@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,2,1,311,186,744,3,14873,-74.1103165,4.7222433,"Cl. 86c #110-9, Bogotá, Colombia",ROOFTOP,234501,55fd97c2-d946-4b39-bb66-36785943655d,210303,users_produccion_jardines382@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,2,1,312,187,746,2,14908,-74.093526,4.711116,"Ak. 86 # 90A-70, Engativá, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234502,d51fd2d7-9236-4159-8e9f-aa51d0af99cb,210304,users_produccion_jardines383@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,2,1,313,188,749,3,14976,-74.082134,4.713559,"Cra. 79 # 1277C-45, Suba, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234503,7f7eceb7-f32a-486b-a22a-9e86e23469d3,210305,users_produccion_jardines384@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,2,1,314,189,755,2,15087,-74.070312,4.720632,"Cra. 58d # 130-1, Suba, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234504,25abef9a-fd51-401e-ad0e-3374d3aba0ec,210306,users_produccion_jardines385@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,2,1,315,190,758,3,15157,-74.0392618,4.7080905,"Cra. 12 #127B - 93, Usaquén, Bogotá, Cundinamarca, Colombia",ROOFTOP,234505,cdd8365a-2821-483c-a9da-cea5c770734e,210307,users_produccion_jardines386@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,2,1,316,191,761,2,15208,-74.034224,4.713571,"Cl. 134 # 9A-64, Usaquén, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234506,e48c9121-58d6-4299-991c-0ce7a56e6bfa,210308,users_produccion_jardines387@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,2,1,318,193,770,5,15383,-74.2846201,4.7259848,"Cl. 10ª Sur #1, Madrid, Cundinamarca, Colombia",ROOFTOP,234507,35db1fc3-5481-4306-89c8-4c19cd1f6bd7,210309,users_produccion_jardines388@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,2,1,319,194,776,4,15514,-74.2755563,4.7348738,"Cl. 5 # 20-16, Madrid, Cundinamarca, Colombia",ROOFTOP,234508,aea55087-a52a-4b3e-8d2a-80b378a9802b,210310,users_produccion_jardines389@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,2,1,320,195,778,2,15544,-74.255289,4.72847,"Cl. 9 # 1A-95, Madrid, Cundinamarca, Colombia",ROOFTOP,234509,f6235457-6aeb-44a8-bade-cd3f296c57e0,210311,users_produccion_jardines390@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,2,1,321,196,782,2,15629,-74.2418276,4.7302905,"Variante Madrid #5, Madrid, Cundinamarca, Colombia",ROOFTOP,234510,a9f9f4e2-b627-4183-bfd3-9d00944ca298,210312,users_produccion_jardines391@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,2,1,322,197,785,3,15682,-74.224467,4.7319488,"Cl. 12 #31-40, Funza, Cundinamarca, Colombia",ROOFTOP,234511,7f35a86c-e6b4-41d5-919e-a8230f3dfd27,210313,users_produccion_jardines392@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,2,1,324,199,793,2,15850,-74.1976632,4.7189141,"Cl. 27 #12-05, Funza, Cundinamarca, Colombia",ROOFTOP,234512,02eb9f6c-2cbf-46c8-984f-b9609b8b7048,210314,users_produccion_jardines393@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,2,1,326,201,802,1,16024,-74.1487449,4.7252839,"Cl 64 #128-95, Bogotá, Colombia",ROOFTOP,234513,9fcf2d7b-fe24-4b83-9e1a-6b6a1fed1b01,210315,users_produccion_jardines394@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,2,1,328,203,810,5,16198,-74.1159739,4.729274,"Cra 116a #89A-30, Bogotá, Colombia",ROOFTOP,234514,eb71401c-2f05-4612-a69c-e6db48f3b9cb,210316,users_produccion_jardines395@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,2,1,329,204,814,2,16264,-74.094937,4.726506,"Cl 129 Bis #95A-15, Bogotá, Colombia",ROOFTOP,234515,7dfde151-92f2-4691-b11a-a721371f88b5,210317,users_produccion_jardines396@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,2,1,330,205,820,1,16387,-74.0790173,4.7364068,"Cl. 145b # 82-68, Suba, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234516,b08ea2c7-9b4d-43a0-acfa-37da7065897e,210318,users_produccion_jardines397@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,2,1,331,206,824,1,16468,-74.0620835,4.7386109,"Cl. 152b #58-49, Bogotá, Colombia",ROOFTOP,234517,2ab23fd5-7af6-44d9-80d4-54ca0ba3d5b3,210319,users_produccion_jardines398@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,2,1,332,207,826,5,16519,-74.036996,4.732519,"Cra. 14 # 152-70, Usaquén, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234518,6c83f954-bee1-47bc-9445-6e808fbad5d5,210320,users_produccion_jardines399@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,2,1,333,208,832,2,16625,-74.0179519,4.734776,"Cra. 1b #162A-12, Bogotá, Colombia",ROOFTOP,234519,eed56abf-69c8-4af5-b75c-e81d916e9343,210321,users_produccion_jardines400@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,2,1,334,209,833,4,16656,-74.0129698,4.7280575,"Cra. 2a Este #160a-15, Bogotá, Colombia",RANGE_INTERPOLATED,234520,14c92e31-fe6c-4a86-829e-fd33108bc398,210322,users_produccion_jardines401@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,2,1,335,210,838,2,16753,-74.2696713,4.7420998,"Conjunto Residencial Tarento, Cl. 23 #14-05, Madrid, Cundinamarca, Colombia",ROOFTOP,234521,d1a50d8b-bd70-407e-9307-b856572acd78,210323,users_produccion_jardines402@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,2,1,336,211,841,2,16805,-74.2619542,4.7402422,"Cl. 15 #9 - 63, Madrid, Cundinamarca, Colombia",ROOFTOP,234522,06263288-b5a5-4c7f-95d1-66b7ec07e4ef,210324,users_produccion_jardines403@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,2,1,340,215,860,1,17183,-74.124692,4.753641,"Cl. 143b # 153-23, Suba, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234523,13faacdf-351a-4227-bc69-3742ceac40e8,210325,users_produccion_jardines404@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,2,1,341,216,863,4,17256,-74.121125,4.75345,"Cl. 144 # 150C-80, Suba, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234524,cc4d0bed-ce66-414e-b700-95d7a3a2243f,210326,users_produccion_jardines405@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,2,1,342,217,868,3,17351,-74.095423,4.754175,"Cl. 152b # 108-108, Suba, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234525,b6270525-c129-4dfa-84c8-7d7a5f50be78,210327,users_produccion_jardines406@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,2,1,343,218,870,5,17397,-74.078888,4.748674,"Cra. 87b # 154-18, Suba, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234526,977cc7a4-019e-4521-8a85-825a1c9759af,210328,users_produccion_jardines407@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,2,1,344,219,873,1,17443,-74.0640708,4.7479426,"La Chocita 1, Cl. 164 #62-82, Bogotá, Colombia",ROOFTOP,234527,20187dfb-97e1-40b7-ae7e-a03d308d2bef,210329,users_produccion_jardines408@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,2,1,345,220,877,2,17523,-74.0464349,4.7446512,"Cra. 23 # 163A-20, Usaquén, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234528,e0ef9620-a78a-4df9-962e-461fe97cef22,210330,users_produccion_jardines409@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,2,1,346,221,883,5,17656,-74.0284889,4.757655,"Cl. 181a # 7C-42, Usaquén, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234529,816361f1-b5a3-483b-b02b-6ecb844e6ad1,210331,users_produccion_jardines410@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,2,1,353,228,909,2,18166,-74.0865026,4.7674378,"Avenida Calle 153 #103b-70, Suba, Bogotá, Cundinamarca, Colombia",ROOFTOP,234530,4a98bac4-568e-44c9-ae73-5bcbc5407cd8,210332,users_produccion_jardines411@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,2,1,354,229,913,5,18256,-74.064046,4.769633,"Cra. 78 # 181-20, Suba, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234531,ba6b7c35-9364-45e8-87c6-99f40964710f,210333,users_produccion_jardines412@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,2,1,355,230,919,5,18361,-74.045155,4.779392,"Avenida 45 # 45-85, Suba, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234532,379bad60-e885-440b-8e5e-7bd4a1c5f08c,210334,users_produccion_jardines413@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,2,1,356,231,922,2,18428,-74.0227869,4.768127,"Cl. 191a # 1-1, Usaquén, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234533,25b40a97-df60-40d0-9832-06f07369a13c,210335,users_produccion_jardines414@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,2,1,361,236,942,4,18834,-74.0908444,4.78306,"Transversal 126 #135-06, Bogotá, Colombia",ROOFTOP,234534,133f1d84-2433-4ff2-ab16-e585de4cff51,210336,users_produccion_jardines415@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,2,1,363,238,952,5,19040,-74.0609576,4.789352,"Cl. 209 #77-99, Bogotá, Colombia",RANGE_INTERPOLATED,234535,d2b486c1-a220-42c5-92e5-72fdc5c11822,210337,users_produccion_jardines416@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,2,1,365,240,959,4,19176,-74.0304335,4.7945076,"Cra. 7 #218, Bogotá, Colombia",ROOFTOP,234536,f6a446f8-e0f4-4cf6-98da-39b98be15a7d,210338,users_produccion_jardines417@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,2,1,369,244,976,1,19502,-74.1092568,4.808078,"Cra. 9 #4-98, Cota, Cundinamarca, Colombia",ROOFTOP,234537,731d49d1-3329-48e3-826b-4c2059018c13,210339,users_produccion_jardines418@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,2,1,370,245,980,1,19587,-74.0940575,4.8090356,"Katíos #50, Cota, Cundinamarca, Colombia",ROOFTOP,234538,eb3817e6-c99e-47d7-a255-6cb43063cb93,210340,users_produccion_jardines419@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,2,1,371,246,982,3,19633,-74.073388,4.7993083,"Cl. 213 #115-46, Bogotá, Colombia",ROOFTOP,234539,4b3dcffd-9f4e-40dc-9537-24f17a4dccb3,210341,users_produccion_jardines420@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,2,1,372,247,985,2,19683,-74.0633275,4.8047718,"Cl. 221 #108 - 20, Bogotá, Colombia",ROOFTOP,234540,f9578d1e-e826-40f6-a613-148b0f376edb,210342,users_produccion_jardines421@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,2,1,373,248,991,3,19816,-74.0438053,4.8158486,"Cl. 238 # 52-85, Suba, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234541,931aae04-f46e-41c9-b61c-883eb7a1749c,210343,users_produccion_jardines422@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,2,1,374,249,995,1,19890,-74.0287428,4.8091581,"Cra. 5 #234, Bogotá, Colombia",ROOFTOP,234542,8b1c1e60-e210-409f-9e95-d441dc3100bd,210344,users_produccion_jardines423@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,2,1,382,257,1027,4,20534,-74.051602,4.825756,"Cra. 77 # 239A-35, Suba, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234543,8974c9c8-d15b-40c6-aa87-732d9b722083,210345,users_produccion_jardines424@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,2,1,383,258,1029,2,20565,-74.0353593,4.8231162,"Auto. Norte #245-91, Suba, Bogotá, Colombia",ROOFTOP,234544,c32a5f72-3d28-4de7-9176-469602d66a85,210346,users_produccion_jardines425@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,2,1,388,263,1051,4,21016,-74.0454572,4.8521354,"Cra. 5 Este #913, Chía, Cundinamarca, Colombia",ROOFTOP,234545,111b0bbe-4a7f-431d-9643-d746eeeaf58d,210347,users_produccion_jardines426@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,2,1,392,267,1065,2,21287,-74.0668309,4.857244,"Cl. 5 # 14-1, Chía, Cundinamarca, Colombia",ROOFTOP,234546,b4486cf6-ecd4-46b8-9145-453376dc95f6,210348,users_produccion_jardines427@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
