time,modified,id,year,event,user,is_guest,campus_code,institution_code,table_source,data_source,favorite_rank_action,favorite_added,favorite_removed
2025-07-09 17:54:19.344497+00:00,2025-07-09 17:54:19.344499+00:00,949368,2025.0,open_digital_profile_from_url,b9ff0300-d3c5-4273-9d74-f6ed0775efa3,True,252585000417,252585000417,institutions_general_explored_campus,postgresql,,,
2025-07-09 17:45:42.345311+00:00,2025-07-09 17:45:42.345315+00:00,949335,2025.0,open_digital_profile_from_url,87a5a18d-3e8c-4398-88f7-245a9e89e7db,True,213140000331,113140000191,institutions_general_explored_campus,postgresql,,,
2025-07-09 17:31:17.865483+00:00,2025-07-09 17:31:17.865485+00:00,949302,2025.0,open_digital_profile_from_url,525b1f42-8fbc-4b3a-91ce-a772c3a4d09a,True,205308000096,205308000312,institutions_general_explored_campus,postgresql,,,
2025-07-09 17:16:10.439838+00:00,2025-07-09 17:16:10.439841+00:00,949269,2025.0,click_campus_pin,060ddb14-6c67-4fd6-9147-bc3122ee89a3,False,311001075671,311001075671,institutions_general_explored_campus,postgresql,,,
2025-07-09 17:08:50.552591+00:00,2025-07-09 17:08:50.552592+00:00,949236,2025.0,click_campus_pin,060ddb14-6c67-4fd6-9147-bc3122ee89a3,False,111001029033,111001012963,institutions_general_explored_campus,postgresql,,,
2025-07-09 17:05:00.854722+00:00,2025-07-09 17:05:00.854723+00:00,949204,2025.0,click_campus_pin,217bd927-48f9-49f0-a3b9-00b29f0dd049,False,111001107751,111001076201,institutions_general_explored_campus,postgresql,,,
2025-07-09 17:04:22.874773+00:00,2025-07-09 17:04:22.874774+00:00,949203,2025.0,click_campus_pin,217bd927-48f9-49f0-a3b9-00b29f0dd049,False,1100100012504,1100100012504,institutions_general_explored_campus,postgresql,,,
2025-07-09 17:00:37.853032+00:00,2025-07-09 17:00:37.853034+00:00,949171,2025.0,click_campus_card,217bd927-48f9-49f0-a3b9-00b29f0dd049,False,110011115487,110011115487,institutions_general_explored_campus,postgresql,,,
2025-07-09 17:00:22.071599+00:00,2025-07-09 17:00:22.071602+00:00,949170,2025.0,open_digital_profile_from_url,a298ae1f-3ce5-4ca8-9371-1e937627eec3,True,125288000252,125288000252,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:53:19.983650+00:00,2025-07-09 16:53:19.983653+00:00,949137,2025.0,click_campus_pin,060ddb14-6c67-4fd6-9147-bc3122ee89a3,False,122748,122748,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:52:13.145783+00:00,2025-07-09 16:52:13.145785+00:00,949104,2025.0,open_digital_profile_from_url,e4e9ea79-de62-49a4-9685-58d6186a3d43,True,254670001409,254670000364,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:47:06.948131+00:00,2025-07-09 16:47:06.948132+00:00,949092,2025.0,click_campus_pin,060ddb14-6c67-4fd6-9147-bc3122ee89a3,False,1100100137488,1100100137488,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:45:25.531444+00:00,2025-07-09 16:45:25.531446+00:00,949091,2025.0,click_campus_pin,224ed91b-4ba3-46b8-884e-f22e57a88ad8,True,311001097470,311001097470,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:45:11.169866+00:00,2025-07-09 16:45:11.169869+00:00,949090,2025.0,click_campus_pin,224ed91b-4ba3-46b8-884e-f22e57a88ad8,True,311769004306,311769004306,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:45:08.780606+00:00,2025-07-09 16:45:08.780608+00:00,949089,2025.0,click_campus_pin,224ed91b-4ba3-46b8-884e-f22e57a88ad8,True,11001_P193_1,11001_P193,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:44:59.402990+00:00,2025-07-09 16:44:59.402994+00:00,949088,2025.0,click_campus_pin,224ed91b-4ba3-46b8-884e-f22e57a88ad8,True,111001801144,111001800813,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:44:56.814231+00:00,2025-07-09 16:44:56.814234+00:00,949087,2025.0,click_campus_pin,224ed91b-4ba3-46b8-884e-f22e57a88ad8,True,311001075107,311001075107,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:44:48.172067+00:00,2025-07-09 16:44:48.172068+00:00,949086,2025.0,click_campus_pin,224ed91b-4ba3-46b8-884e-f22e57a88ad8,True,311001110166,311001110166,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:43:10.471813+00:00,2025-07-09 16:43:10.471815+00:00,949085,2025.0,open_digital_profile_from_url,4aaba18b-d0ce-42cf-ae64-f445b81a2ec7,True,252378000393,252378000393,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:32:52.240829+00:00,2025-07-09 16:32:52.240834+00:00,949084,2025.0,click_campus_pin,217bd927-48f9-49f0-a3b9-00b29f0dd049,False,1100100137189,1100100137189,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:32:47.925473+00:00,2025-07-09 16:32:47.925474+00:00,949083,2025.0,click_campus_pin,217bd927-48f9-49f0-a3b9-00b29f0dd049,False,1100100137285,1100100137285,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:32:42.347794+00:00,2025-07-09 16:32:42.347795+00:00,949082,2025.0,click_campus_pin,217bd927-48f9-49f0-a3b9-00b29f0dd049,False,1100100133990,1100100133990,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:32:28.497182+00:00,2025-07-09 16:32:28.497184+00:00,949081,2025.0,click_campus_pin,217bd927-48f9-49f0-a3b9-00b29f0dd049,False,10104,10104,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:32:15.107208+00:00,2025-07-09 16:32:15.107210+00:00,949080,2025.0,click_campus_pin,217bd927-48f9-49f0-a3b9-00b29f0dd049,False,1100100131667,1100100131667,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:28:19.082335+00:00,2025-07-09 16:28:19.082336+00:00,949079,2025.0,open_digital_profile_from_url,4759c94d-993a-46e0-bba1-21cb94c4b05b,True,125805000012,125805000012,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:18:17.265409+00:00,2025-07-09 16:18:17.265411+00:00,949078,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,1100100131667,1100100131667,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:13:30.613546+00:00,2025-07-09 16:13:30.613548+00:00,949077,2025.0,click_campus_pin,217bd927-48f9-49f0-a3b9-00b29f0dd049,False,211001094875,211001094832,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:12:31.079158+00:00,2025-07-09 16:12:31.079160+00:00,949076,2025.0,click_campus_pin,217bd927-48f9-49f0-a3b9-00b29f0dd049,False,1100100124209,1100100124209,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:10:30.205847+00:00,2025-07-09 16:10:30.205849+00:00,949075,2025.0,click_campus_pin,7631e8be-bdf1-4ba7-9368-de460cf32d25,True,259,259,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:08:34.887802+00:00,2025-07-09 16:08:34.887806+00:00,949074,2025.0,open_digital_profile_from_url,c0435754-73d4-4be8-bb43-102a41734e8b,True,305147800008,305147800008,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:06:56.325462+00:00,2025-07-09 16:06:56.325464+00:00,949073,2025.0,click_campus_pin,217bd927-48f9-49f0-a3b9-00b29f0dd049,False,113936,113936,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:06:41.534488+00:00,2025-07-09 16:06:41.534490+00:00,949072,2025.0,click_campus_pin,217bd927-48f9-49f0-a3b9-00b29f0dd049,False,110011120962,110011120962,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:06:15.159574+00:00,2025-07-09 16:06:15.159576+00:00,949071,2025.0,click_campus_pin,217bd927-48f9-49f0-a3b9-00b29f0dd049,False,122149,122149,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:06:13.028205+00:00,2025-07-09 16:06:13.028207+00:00,949070,2025.0,click_campus_pin,217bd927-48f9-49f0-a3b9-00b29f0dd049,False,110011126005,110011126005,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:05:55.806423+00:00,2025-07-09 16:05:55.806425+00:00,949069,2025.0,click_campus_pin,217bd927-48f9-49f0-a3b9-00b29f0dd049,False,110011120955,110011120955,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:04:39.700239+00:00,2025-07-09 16:04:39.700241+00:00,949068,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,111001104337,111001104337,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:02:21.568411+00:00,2025-07-09 16:02:21.568413+00:00,949067,2025.0,click_campus_pin,217bd927-48f9-49f0-a3b9-00b29f0dd049,False,11001_JP_305,11001_JP_305,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:01:41.038623+00:00,2025-07-09 16:01:41.038625+00:00,949066,2025.0,click_campus_pin,217bd927-48f9-49f0-a3b9-00b29f0dd049,False,211001094832,211001094832,institutions_general_explored_campus,postgresql,,,
2025-07-09 16:00:15.506362+00:00,2025-07-09 16:00:15.506366+00:00,949065,2025.0,click_campus_card,217bd927-48f9-49f0-a3b9-00b29f0dd049,False,1100100012452,1100100012452,institutions_general_explored_campus,postgresql,,,
2025-07-09 15:51:55.179153+00:00,2025-07-09 15:51:55.179157+00:00,949064,2025.0,open_digital_profile_from_url,aa454407-37dd-4858-8e44-9a3565bec5c2,True,125430001415,125430000842,institutions_general_explored_campus,postgresql,,,
2025-07-09 15:51:03.631919+00:00,2025-07-09 15:51:03.631921+00:00,949063,2025.0,open_digital_profile_from_url,ac84953b-86a0-4b2b-969b-843a5302d193,True,317873800015,317873800015,institutions_general_explored_campus,postgresql,,,
2025-07-09 15:45:06.736758+00:00,2025-07-09 15:45:06.736759+00:00,949062,2025.0,open_digital_profile_from_url,14e8225d-d4c5-4f01-a7cd-016a303a8ff4,True,113657000590,113657000590,institutions_general_explored_campus,postgresql,,,
2025-07-09 15:42:37.299867+00:00,2025-07-09 15:42:37.299870+00:00,949061,2025.0,open_digital_profile_from_url,24fae1f1-1f6a-44f9-a2bb-24c547ebc490,True,419698002329,419698002329,institutions_general_explored_campus,postgresql,,,
2025-07-09 15:40:40.612922+00:00,2025-07-09 15:40:40.612924+00:00,949060,2025.0,open_digital_profile_from_url,915de9d4-9738-47e3-af40-400d55080154,True,205483000023,205483000066,institutions_general_explored_campus,postgresql,,,
2025-07-09 15:38:01.585367+00:00,2025-07-09 15:38:01.585369+00:00,949059,2025.0,click_campus_card,217bd927-48f9-49f0-a3b9-00b29f0dd049,False,311001040338,311001040338,institutions_general_explored_campus,postgresql,,,
2025-07-09 15:37:27.690017+00:00,2025-07-09 15:37:27.690019+00:00,949058,2025.0,open_digital_profile_from_url,b798b021-fd8c-419d-8efc-584e96f20440,True,419698002329,419698002329,institutions_general_explored_campus,postgresql,,,
2025-07-09 15:37:23.631805+00:00,2025-07-09 15:37:23.631807+00:00,949057,2025.0,click_campus_pin,217bd927-48f9-49f0-a3b9-00b29f0dd049,False,311001040338,311001040338,institutions_general_explored_campus,postgresql,,,
2025-07-09 15:37:22.391196+00:00,2025-07-09 15:37:22.391198+00:00,949056,2025.0,click_campus_pin,217bd927-48f9-49f0-a3b9-00b29f0dd049,False,121882,121882,institutions_general_explored_campus,postgresql,,,
2025-07-09 15:37:11.164073+00:00,2025-07-09 15:37:11.164074+00:00,949055,2025.0,click_campus_pin,217bd927-48f9-49f0-a3b9-00b29f0dd049,False,411001086561,411001086561,institutions_general_explored_campus,postgresql,,,
2025-07-09 15:29:47.080259+00:00,2025-07-09 15:29:47.080262+00:00,949054,2025.0,click_campus_pin,ce72c5d2-d41a-496a-adcc-71018dec3dce,True,311001107688,311001107688,institutions_general_explored_campus,postgresql,,,
2025-07-09 15:17:29.988755+00:00,2025-07-09 15:17:29.988757+00:00,949053,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,211850000981,211850000981,institutions_general_explored_campus,postgresql,,,
2025-07-09 15:17:24.647357+00:00,2025-07-09 15:17:24.647359+00:00,949052,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,1100100012452,1100100012452,institutions_general_explored_campus,postgresql,,,
2025-07-09 15:17:19.675135+00:00,2025-07-09 15:17:19.675137+00:00,949051,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,110011115487,110011115487,institutions_general_explored_campus,postgresql,,,
2025-07-09 15:17:05.324560+00:00,2025-07-09 15:17:05.324562+00:00,949050,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,411001098578,411001098578,institutions_general_explored_campus,postgresql,,,
2025-07-09 15:04:37.231685+00:00,2025-07-09 15:04:37.231687+00:00,949049,2025.0,open_digital_profile_from_url,2cc75a9e-e09d-4fd5-ade8-f1926b9ab813,True,347001007700,347001007700,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:40:21.177991+00:00,2025-07-09 14:40:21.177994+00:00,949048,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,11001_JP_441,11001_JP_441,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:40:17.773185+00:00,2025-07-09 14:40:17.773187+00:00,949047,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,165,165,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:40:13.738769+00:00,2025-07-09 14:40:13.738770+00:00,949046,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,1100100137458,1100100137458,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:38:58.406810+00:00,2025-07-09 14:38:58.406812+00:00,949045,2025.0,click_campus_pin,e9700a84-ec45-4398-ace2-de0359c87166,False,211850000931,211850000931,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:38:54.271239+00:00,2025-07-09 14:38:54.271241+00:00,949044,2025.0,click_campus_pin,e9700a84-ec45-4398-ace2-de0359c87166,False,121546,121546,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:38:51.516054+00:00,2025-07-09 14:38:51.516055+00:00,949043,2025.0,click_campus_pin,e9700a84-ec45-4398-ace2-de0359c87166,False,1100100135529,1100100135529,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:35:23.239927+00:00,2025-07-09 14:35:23.239929+00:00,949042,2025.0,open_digital_profile_from_url,263a7e20-b0b0-4cea-99d2-db6b3afd8f39,True,213244001053,213244000944,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:34:53.116473+00:00,2025-07-09 14:34:53.116474+00:00,949041,2025.0,open_digital_profile_from_url,f71a40ad-53f3-4a58-b3cb-0645fb89778f,True,213244001053,213244000944,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:28:02.646025+00:00,2025-07-09 14:28:02.646027+00:00,949040,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,11001_JP_84,11001_JP_84,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:28:01.022313+00:00,2025-07-09 14:28:01.022316+00:00,949039,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,11001_JP_831,11001_JP_831,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:27:55.639465+00:00,2025-07-09 14:27:55.639467+00:00,949038,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,121756,121756,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:27:53.174191+00:00,2025-07-09 14:27:53.174192+00:00,949037,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,111850000081,111850000740,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:27:51.127620+00:00,2025-07-09 14:27:51.127622+00:00,949036,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,111850000065,111850000740,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:27:49.071730+00:00,2025-07-09 14:27:49.071732+00:00,949035,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,1100100137718,1100100137718,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:26:56.858808+00:00,2025-07-09 14:26:56.858810+00:00,949034,2025.0,open_digital_profile_from_url,720a1e28-e431-4a03-b1ff-e274682b725d,True,250590000872,250577000529,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:24:39.783212+00:00,2025-07-09 14:24:39.783218+00:00,949033,2025.0,open_digital_profile_from_url,49a9527f-d943-4496-9936-806824c46646,True,305001012857,305001012857,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:22:31.497456+00:00,2025-07-09 14:22:31.497459+00:00,949032,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,1100100135458,1100100135458,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:22:27.767667+00:00,2025-07-09 14:22:27.767669+00:00,949031,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,111001800562,111001800562,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:21:36.409090+00:00,2025-07-09 14:21:36.409093+00:00,949030,2025.0,open_digital_profile_from_url,4a9b0f5d-7989-4cb0-bb8c-cf76d8008fb9,True,370708060374,370708060374,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:20:11.918366+00:00,2025-07-09 14:20:11.918368+00:00,949029,2025.0,open_digital_profile_from_url,a396fbb9-7c9d-41f6-b032-caf4ea55cc56,True,270713013754,270713013754,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:18:53.577909+00:00,2025-07-09 14:18:53.577910+00:00,949028,2025.0,click_campus_card,e9700a84-ec45-4398-ace2-de0359c87166,False,211001094832,211001094832,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:18:30.538227+00:00,2025-07-09 14:18:30.538231+00:00,949027,2025.0,click_campus_pin,e9700a84-ec45-4398-ace2-de0359c87166,False,211001094832,211001094832,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:16:07.571833+00:00,2025-07-09 14:16:07.571838+00:00,949026,2025.0,open_digital_profile_from_url,7fd4b0a3-5eb3-424b-b614-f0e165ba87ae,True,425286001239,425286001239,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:13:42.589888+00:00,2025-07-09 14:13:42.589890+00:00,949025,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,111001110027,111850000740,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:13:36.612302+00:00,2025-07-09 14:13:36.612306+00:00,949024,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,11001_JP_98,11001_JP_98,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:13:34.704115+00:00,2025-07-09 14:13:34.704117+00:00,949023,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,11001_JP_932,11001_JP_932,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:13:31.895431+00:00,2025-07-09 14:13:31.895433+00:00,949022,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,1100100138459,1100100138459,institutions_general_explored_campus,postgresql,,,
2025-07-09 14:13:27.202442+00:00,2025-07-09 14:13:27.202447+00:00,949021,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,11001_JP_169,11001_JP_169,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:58:26.361334+00:00,2025-07-09 13:58:26.361338+00:00,949020,2025.0,click_campus_pin,e9700a84-ec45-4398-ace2-de0359c87166,False,11001_JP_131,11001_JP_131,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:58:24.755415+00:00,2025-07-09 13:58:24.755417+00:00,949019,2025.0,click_campus_pin,e9700a84-ec45-4398-ace2-de0359c87166,False,1100100012568,1100100012568,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:58:20.971747+00:00,2025-07-09 13:58:20.971749+00:00,949018,2025.0,click_campus_pin,e9700a84-ec45-4398-ace2-de0359c87166,False,1100100131667,1100100131667,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:58:18.487409+00:00,2025-07-09 13:58:18.487411+00:00,949017,2025.0,click_campus_pin,e9700a84-ec45-4398-ace2-de0359c87166,False,1100100135637,1100100135637,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:58:16.234132+00:00,2025-07-09 13:58:16.234133+00:00,949016,2025.0,click_campus_pin,e9700a84-ec45-4398-ace2-de0359c87166,False,1100100135610,1100100135610,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:57:17.169170+00:00,2025-07-09 13:57:17.169171+00:00,949015,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,111850000740,111850000740,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:57:13.099549+00:00,2025-07-09 13:57:13.099552+00:00,949014,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,11001_JP_17,11001_JP_17,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:57:10.957659+00:00,2025-07-09 13:57:10.957667+00:00,949013,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,11001_JP_699,11001_JP_699,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:57:05.496884+00:00,2025-07-09 13:57:05.496886+00:00,949012,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,1100100137491,1100100137491,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:57:00.717762+00:00,2025-07-09 13:57:00.717763+00:00,949011,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,110011126452,110011126452,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:56:58.840858+00:00,2025-07-09 13:56:58.840861+00:00,949010,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,11001_JP_382,11001_JP_382,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:56:48.061076+00:00,2025-07-09 13:56:48.061077+00:00,949009,2025.0,click_campus_pin,c39d983a-e9bb-4ead-8097-cf9b3077ecb4,False,11001_JP_787,11001_JP_787,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:56:10.807008+00:00,2025-07-09 13:56:10.807012+00:00,949008,2025.0,click_campus_pin,e9700a84-ec45-4398-ace2-de0359c87166,False,11001_JP_169,11001_JP_169,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:55:59.635381+00:00,2025-07-09 13:55:59.635382+00:00,949007,2025.0,click_campus_pin,e9700a84-ec45-4398-ace2-de0359c87166,False,11001_JP_84,11001_JP_84,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:55:06.933557+00:00,2025-07-09 13:55:06.933561+00:00,949006,2025.0,click_campus_pin,e9700a84-ec45-4398-ace2-de0359c87166,False,110011120961,110011120961,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:49:36.293599+00:00,2025-07-09 13:49:36.293602+00:00,949005,2025.0,click_campus_pin,e9700a84-ec45-4398-ace2-de0359c87166,False,113936,113936,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:44:21.923393+00:00,2025-07-09 13:44:21.923395+00:00,949004,2025.0,open_digital_profile_from_url,8bc7b0e5-6a3e-45df-b383-49eccb193aeb,True,205490002210,205490000098,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:44:16.751993+00:00,2025-07-09 13:44:16.751995+00:00,949003,2025.0,open_digital_profile_from_url,6c54b2e4-8ba4-423b-a32d-7ee06e9b0914,True,205490002210,205490000098,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:42:42.226400+00:00,2025-07-09 13:42:42.226402+00:00,949002,2025.0,open_digital_profile_from_url,7d2d976c-9de9-483b-88b9-944f0074cbd1,True,111001011819,111001011819,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:37:13.101981+00:00,2025-07-09 13:37:13.101985+00:00,949001,2025.0,click_campus_pin,060ddb14-6c67-4fd6-9147-bc3122ee89a3,False,311001016933,311001016933,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:30:40.907087+00:00,2025-07-09 13:30:40.907089+00:00,949000,2025.0,click_campus_card,e9700a84-ec45-4398-ace2-de0359c87166,False,121756,121756,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:30:35.412339+00:00,2025-07-09 13:30:35.412341+00:00,948999,2025.0,click_campus_pin,e9700a84-ec45-4398-ace2-de0359c87166,False,121756,121756,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:29:30.812741+00:00,2025-07-09 13:29:30.812743+00:00,948998,2025.0,open_digital_profile_from_url,d93da582-eaac-4552-813e-855ecd434915,True,225506000281,125506000197,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:27:31.589160+00:00,2025-07-09 13:27:31.589162+00:00,948997,2025.0,click_campus_pin,5c678dac-e04b-446b-848a-ebd82c855076,False,111001047902,111001065234,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:27:24.179135+00:00,2025-07-09 13:27:24.179137+00:00,948996,2025.0,click_campus_pin,5c678dac-e04b-446b-848a-ebd82c855076,False,11001_JP_131,11001_JP_131,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:27:14.645091+00:00,2025-07-09 13:27:14.645094+00:00,948995,2025.0,click_campus_pin,5c678dac-e04b-446b-848a-ebd82c855076,False,1100100012568,1100100012568,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:27:11.027317+00:00,2025-07-09 13:27:11.027319+00:00,948994,2025.0,click_campus_pin,5c678dac-e04b-446b-848a-ebd82c855076,False,1100100131667,1100100131667,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:26:25.261546+00:00,2025-07-09 13:26:25.261549+00:00,948993,2025.0,click_campus_pin,060ddb14-6c67-4fd6-9147-bc3122ee89a3,False,111001015091,111001102172,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:25:10.860775+00:00,2025-07-09 13:25:10.860777+00:00,948992,2025.0,open_digital_profile_from_url,dd92a409-2316-4b34-a7bb-0d86122a3c56,True,205649000027,205649000027,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:24:28.147462+00:00,2025-07-09 13:24:28.147464+00:00,948991,2025.0,click_campus_pin,5c678dac-e04b-446b-848a-ebd82c855076,False,110011120958,110011120958,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:24:24.465685+00:00,2025-07-09 13:24:24.465688+00:00,948990,2025.0,click_campus_pin,5c678dac-e04b-446b-848a-ebd82c855076,False,110011111585,110011111585,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:24:17.405807+00:00,2025-07-09 13:24:17.405809+00:00,948989,2025.0,click_campus_pin,5c678dac-e04b-446b-848a-ebd82c855076,False,110011120959,110011120959,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:23:41.703268+00:00,2025-07-09 13:23:41.703270+00:00,948988,2025.0,open_digital_profile_from_url,78a4de91-ca11-41a0-a39e-b4f01d8a06f0,True,225506000281,125506000197,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:20:10.528922+00:00,2025-07-09 13:20:10.528923+00:00,948987,2025.0,click_campus_card,e9700a84-ec45-4398-ace2-de0359c87166,False,11001_JP_932,11001_JP_932,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:19:13.151253+00:00,2025-07-09 13:19:13.151255+00:00,948986,2025.0,click_campus_pin,e9700a84-ec45-4398-ace2-de0359c87166,False,11001_JP_932,11001_JP_932,institutions_general_explored_campus,postgresql,,,
2025-07-09 13:18:53.052242+00:00,2025-07-09 13:18:53.052245+00:00,948985,2025.0,click_campus_pin,060ddb14-6c67-4fd6-9147-bc3122ee89a3,False,122736,122736,institutions_general_explored_campus,postgresql,,,
